Configuração,Iterações/Gerações,Seleção de pais,Recombinação,Mutação,Tamanho população,PR,PM,Menor Fitness,Maior Fitness,Menor Fitness Medio,Maior Fitness Medio,Tempo (ms) 2 execuções
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.75,0.06,6.378759247784142,2360.2067467139627,10.26485879584513,1575.9377330594018,32828.705019
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.75,0.1,11.097196258010404,3055.9029062666727,11.540035393919503,2498.9227251603993,20567.934604
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.85,0.03,10.31580524264952,1352.2892468983928,21.933184878221542,1099.350607449423,49127.576138
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.85,0.06,7.663045968097261,2413.4669365580176,14.437026998296455,1841.0294318973633,26903.694842
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.85,0.1,7.255990137224352,2260.383291636839,8.851399182890415,1543.0870257070387,22084.889893
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.95,0.03,16.707416617438025,2679.7809749727253,17.739180978280732,2041.1545708900367,51474.234571
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.95,0.06,8.661059003874897,1638.4854212987457,9.216679307481442,1141.2432733258413,33121.39269
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,100,0.95,0.1,6.820534658898935,476.6951535959049,11.136074943161237,307.8926559312262,25624.209928
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.75,0.03,15.8402336875622,1361.2919976915343,24.222104810267886,1116.985359214635,191956.298773
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.75,0.06,4.919097796901411,1742.968456530143,5.916441119383954,1465.7268061214306,150907.048126
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.75,0.1,6.382952066040276,1385.6666303165757,10.73525724224605,1115.6696919065416,94431.549284
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.85,0.03,8.73943178214077,662.0700304667822,11.74331047005751,453.2071084785767,200760.65787
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.85,0.06,6.6084373136523675,1668.2636727188676,11.344218656826182,935.2002339729341,153632.214435
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.85,0.1,6.405885794459727,1175.8953138359225,7.648023643378819,743.8725752967539,102401.619592
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.95,0.03,15.865614251260052,956.2162379957387,16.612490218327782,930.4876009665863,192071.476299
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.95,0.06,6.114178570424089,1329.870226687326,12.442561954773765,891.9500978439768,143240.716403
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoIncrementosLentos,200,0.95,0.1,7.4393338694121764,2701.385033275978,7.666121040570317,1676.214442351619,115260.547258
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.75,0.03,16.554228327559947,1679.8844294186617,20.689403056530587,1498.9872330910202,11465.617436
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.75,0.06,13.387805899247516,2327.8870149119225,23.4453826294541,1964.2856627958854,7414.879083
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.75,0.1,10.434119237577896,2903.063713369278,17.379757019705096,1869.7883020728332,4755.85306
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.85,0.03,21.290465139411317,1256.969949021417,95.9519704741436,1139.4012689867911,7715.904106
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.85,0.06,7.093417418232176,1747.4654338154305,19.16103410589054,1583.6247021103502,7664.276037
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.85,0.1,7.767939373545693,3188.2021638612346,13.61694147003163,2531.245223347487,5584.551484
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.95,0.03,40.39000895631971,2157.7837083359404,87.56899667409041,1847.7740123759997,6958.879891
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.95,0.06,42.7889663903572,2921.0611958042196,48.31343714176865,2219.475200955154,5025.112493
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,50,0.95,0.1,27.97863337187866,4410.481749849252,31.520515697654403,4312.341631670304,4160.217624
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.75,0.03,11.523371240550324,3052.3827157710343,27.353477831053276,2682.442737053204,48271.489614
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.75,0.06,6.816306140820856,924.709284420159,14.304247427104887,858.1147046016001,36148.326241
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.75,0.1,6.8344423540064785,1827.484697110904,9.951292473071312,1310.7745105469116,23654.520015
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.85,0.03,16.634228327559946,1591.6080817378208,25.404509953573694,1097.0675985528421,50175.762083
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.85,0.06,7.053492017268954,2514.1032972351,7.234741077246653,1972.345894954205,35559.918863
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.85,0.1,6.9343767779574765,1336.9873371459275,6.950594400747166,912.6464808645693,25126.740575
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.95,0.03,35.11942840175051,1407.9423294068968,41.460018509991826,993.9848987796368,43021.81922
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.95,0.06,7.397142273814361,1445.8044123019831,13.813332858703625,896.4240412859967,28581.099099
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,100,0.95,0.1,7.185714285714286,1914.7863445583432,7.362100861345539,1359.9843578059972,25203.057449
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.75,0.03,8.905472428060055,868.0944074414625,24.775325891740053,831.189403479651,194261.760142
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.75,0.06,6.969098965953382,1246.9094631958214,15.314316697275373,1178.1015519924654,133061.701225
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.75_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.75,0.1,6.699275500820176,838.2394848320598,6.892206901185093,798.1939885435243,109096.530733
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.85,0.03,5.652612334918106,1429.8462133240544,7.476030992704786,1278.5310938258585,224444.818926
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.85,0.06,7.013417418232176,3013.523800452473,19.71103437221727,2421.7740863743597,129477.995792
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.85_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.85,0.1,6.934336325652959,1240.4471601970704,7.220335763714454,1010.1298708627779,112409.270255
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.95,0.03,11.765746023777407,1810.3832474422607,13.291817340378959,1594.8372519285608,181523.860392
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.95,0.06,6.59580173857052,1474.7660236629347,8.771656646717506,1232.216235737156,136272.931106
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverUmPontoInteira_com PR 0.95_MutacaoInicializacaoAleatoria_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverUmPontoInteira,MutacaoInicializacaoAleatoria,200,0.95,0.1,8.167071467257381,1346.890657629979,8.809571526682033,1318.581192555097,103644.316596
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.75,0.03,27.96322628029647,4454.583395746444,88.48934511073287,3154.0451676454413,5281.034345
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.75,0.06,31.474367493571002,2669.8822945221277,52.05322758396373,2377.3831354249,6286.678175
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.75,0.1,6.973431371817918,3053.2024367048425,37.13136154641546,2154.145253490089,4207.084786
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.85,0.03,99.62261612666947,2387.2038476898224,161.65656464115148,1869.2981186661957,6909.65413
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.85,0.06,20.266766346449327,4551.701186025636,32.71648008461626,2814.7037945066845,6686.867559
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.85,0.1,7.666335201775947,2264.882488606688,10.463374553558536,2108.733220848839,6419.336614
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.03_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.95,0.03,8.188662613447988,1676.28926146633,13.428559936064362,1594.3086470611747,14597.577791
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.06_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.95,0.06,19.293665961010277,1164.1061577703597,37.94386400297646,788.3505176814097,6669.326849
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.1_populacao 50.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,50,0.95,0.1,8.398800930547692,2539.463497615473,14.84490447952167,2442.7133939069354,5798.328269
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.75,0.03,27.44768285128233,749.1396774843429,31.5018541293641,706.4665325552475,27496.146746
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.75,0.06,7.2713763135843275,3843.5646838378952,10.86024057916712,2384.1389119296764,35576.409697
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.75,0.1,9.250856850360588,3203.263575137904,9.359787052733402,2019.9315509584776,24939.285425
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.85,0.03,6.973431371817918,1441.383427558912,7.612695350467935,744.0911529880195,62507.783968
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.85,0.06,7.094336325652959,3197.363582183495,34.59904054332028,2278.875281172848,29877.27744
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.85,0.1,6.656306140820856,1892.2877887004681,11.029105846465951,1353.5222394996952,28854.905214
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.03_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.95,0.03,22.016543503516868,2335.0843369273516,24.365350936347014,2104.2735475582676,49877.421359
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.06_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.95,0.06,13.564193610955916,1337.8070975936528,22.14445658515925,734.3776446908138,28591.572659
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.95_MutacaoIncrementosLentos_com PM 0.1_populacao 100.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,100,0.95,0.1,7.32945753660076,1921.0852717828307,31.93530754045156,1915.1961966757406,19449.495293
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,200,0.75,0.03,11.012747437080812,1143.489429585972,11.431712232639939,956.2533176694997,269585.687583
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.06_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,200,0.75,0.06,6.688437313652368,436.8546492547871,7.088947425126564,269.15027840833807,163272.511048
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.75_MutacaoIncrementosLentos_com PM 0.1_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,200,0.75,0.1,6.265714285714286,1856.288578985649,15.947688873476332,1766.735696075033,103297.219269
Dados de 1000 iteracoes_SelecaoFPS_RecombinacaoCrossoverNPontosInteira_com PR 0.85_MutacaoIncrementosLentos_com PM 0.03_populacao 200.csv,1000,SelecaoFPS,RecombinacaoCrossoverNPontosInteira,MutacaoIncrementosLentos,200,0.85,0.03,7.926509027920544,1465.7700564041168,12.193328074961077,909.9502637081132,234919.462298
